Transaction ID,Company Name,Transaction Date,Revenue (AED),Cost of Goods Sold (AED),Gross Profit (AED),Operating Expenses (AED),Net Profit (AED),Account Manager,Department,Payment Method,Invoice Number,Payment Status,Comments
1466,Company B,2024-11-14,874339,800645,73694,44478,29216,John Doe,Sales,Check,INV-1466,Paid,Priority client
1467,Company D,2024-10-20,230340,165726,64614,22904,41710,John Doe,IT,Credit Card,INV-1467,Overdue,Check details
1468,Company B,2024-10-29,181217,84052,97165,45877,51288,Jane Smith,Finance,Credit Card,INV-1468,Paid,Check details
1469,Company E,2024-01-01,793719,142262,651457,333666,317791,Alice Brown,Finance,Credit Card,INV-1469,Pending,Check details
1470,Company B,2024-11-08,955591,122950,832641,757221,75420,Emily Davis,IT,Check,INV-1470,Overdue,Check details
1471,Company D,2023-04-12,480485,165454,315031,113604,201427,Alice Brown,IT,Credit Card,INV-1471,Paid,Check details
1472,Company A,2024-10-05,693091,336640,356451,118148,238303,Alice Brown,Sales,Cash,INV-1472,Overdue,-
1473,Company B,2024-07-06,164655,50115,114540,52238,62302,Jane Smith,HR,Cash,INV-1473,Pending,Priority client
1474,Company C,2024-09-27,264257,124673,139584,71889,67695,John Doe,Finance,Cash,INV-1474,Pending,Urgent payment
1475,Company D,2024-03-17,731704,186317,545387,189416,355971,John Doe,Sales,Credit Card,INV-1475,Pending,Check details
1476,Company E,2023-08-21,935006,363878,571128,169786,401342,Jane Smith,Sales,Cash,INV-1476,Paid,Urgent payment
1477,Company D,2023-05-05,236617,145602,91015,43814,47201,John Doe,HR,Online,INV-1477,Overdue,Check details
1478,Company C,2024-04-15,138184,59147,79037,53492,25545,Robert Johnson,Sales,Check,INV-1478,Overdue,Check details
1479,Company D,2023-01-09,158619,79512,79107,57117,21990,Alice Brown,HR,Online,INV-1479,Pending,Priority client
1480,Company B,2024-06-29,184602,77934,106668,54744,51924,Jane Smith,Finance,Check,INV-1480,Overdue,-
1481,Company C,2024-10-14,508663,236608,272055,250708,21347,Emily Davis,Marketing,Cash,INV-1481,Overdue,Check details
1482,Company C,2023-11-13,649032,280893,368139,344849,23290,Alice Brown,HR,Bank Transfer,INV-1482,Paid,-
1483,Company D,2023-09-14,705685,139630,566055,340489,225566,Alice Brown,HR,Bank Transfer,INV-1483,Pending,Check details
1484,Company C,2024-09-05,732003,675267,56736,21412,35324,Alice Brown,Finance,Cash,INV-1484,Overdue,Priority client
1485,Company C,2023-01-02,367186,120029,247157,102938,144219,Robert Johnson,Marketing,Online,INV-1485,Paid,Urgent payment
1486,Company E,2024-04-25,694828,202315,492513,369173,123340,Alice Brown,IT,Credit Card,INV-1486,Pending,Urgent payment
1487,Company B,2023-07-13,628879,303319,325560,265285,60275,John Doe,Sales,Credit Card,INV-1487,Overdue,Check details
1488,Company B,2023-01-23,746704,474604,272100,208028,64072,Jane Smith,HR,Credit Card,INV-1488,Paid,Priority client
1489,Company D,2024-10-02,587434,423422,164012,140315,23697,Jane Smith,Sales,Cash,INV-1489,Paid,Check details
1490,Company D,2024-10-16,824431,766821,57610,32089,25521,Emily Davis,Marketing,Bank Transfer,INV-1490,Overdue,-
1491,Company C,2024-09-01,292504,65845,226659,107935,118724,Alice Brown,Sales,Check,INV-1491,Paid,-
1492,Company A,2024-06-02,593537,112051,481486,248402,233084,Jane Smith,Sales,Bank Transfer,INV-1492,Pending,Urgent payment
1493,Company A,2023-04-20,298633,176502,122131,43077,79054,Emily Davis,Finance,Bank Transfer,INV-1493,Paid,Priority client
1494,Company A,2024-02-16,916685,100261,816424,220589,595835,John Doe,Sales,Check,INV-1494,Paid,Check details
1495,Company B,2023-04-17,699412,537028,162384,34431,127953,Emily Davis,Finance,Cash,INV-1495,Overdue,-
1496,Company D,2023-07-29,784438,604828,179610,50126,129484,John Doe,IT,Online,INV-1496,Overdue,Check details
1497,Company A,2023-06-21,742079,434364,307715,244950,62765,John Doe,Sales,Check,INV-1497,Pending,Priority client
1498,Company B,2024-07-15,381490,126636,254854,102675,152179,Alice Brown,Marketing,Check,INV-1498,Overdue,Check details
1499,Company C,2024-10-18,560861,96522,464339,110514,353825,Jane Smith,Marketing,Online,INV-1499,Pending,-
1500,Company D,2024-05-08,271786,199276,72510,46942,25568,Jane Smith,Finance,Credit Card,INV-1500,Paid,Check details
1501,Company C,2023-08-08,109578,52422,57156,36881,20275,Emily Davis,Finance,Check,INV-1501,Overdue,Priority client
1502,Company B,2023-10-02,683891,395730,288161,46938,241223,Emily Davis,Finance,Cash,INV-1502,Overdue,Priority client
1503,Company E,2023-10-18,687480,439992,247488,215149,32339,John Doe,HR,Credit Card,INV-1503,Overdue,Priority client
1504,Company E,2023-12-27,129406,58483,70923,23406,47517,Emily Davis,Marketing,Cash,INV-1504,Paid,-
1505,Company A,2023-06-19,789330,280031,509299,27681,481618,Robert Johnson,Sales,Cash,INV-1505,Paid,Priority client
1506,Company A,2023-05-25,485961,332077,153884,121858,32026,Emily Davis,Sales,Credit Card,INV-1506,Overdue,-
1507,Company D,2023-12-30,965379,395893,569486,394364,175122,Alice Brown,Sales,Cash,INV-1507,Overdue,-
1508,Company E,2023-11-30,377119,277525,99594,75009,24585,Robert Johnson,HR,Credit Card,INV-1508,Pending,Priority client
1509,Company B,2023-07-22,546412,85207,461205,433742,27463,Robert Johnson,Marketing,Credit Card,INV-1509,Overdue,Priority client
1510,Company B,2024-04-13,620533,291290,329243,272322,56921,Jane Smith,Marketing,Cash,INV-1510,Pending,Priority client
1511,Company A,2023-08-03,994486,908376,86110,37059,49051,John Doe,Finance,Credit Card,INV-1511,Paid,-
1512,Company D,2023-11-28,379452,94751,284701,241538,43163,Jane Smith,Marketing,Credit Card,INV-1512,Paid,Urgent payment
1513,Company C,2024-03-06,812402,294977,517425,291307,226118,Emily Davis,Sales,Credit Card,INV-1513,Overdue,Check details
1514,Company B,2024-10-24,331933,62131,269802,114358,155444,Robert Johnson,Sales,Cash,INV-1514,Pending,Check details
1515,Company D,2023-06-14,202569,108727,93842,31551,62291,Alice Brown,Marketing,Credit Card,INV-1515,Paid,Priority client
1516,Company D,2024-11-05,271989,204909,67080,20118,46962,Jane Smith,IT,Online,INV-1516,Pending,Check details
1517,Company D,2024-01-21,937390,413759,523631,321986,201645,Emily Davis,IT,Online,INV-1517,Overdue,Urgent payment
1518,Company D,2024-02-07,647764,287523,360241,241519,118722,Robert Johnson,Sales,Check,INV-1518,Overdue,Urgent payment
1519,Company D,2023-08-03,716232,448024,268208,45877,222331,Alice Brown,HR,Check,INV-1519,Paid,Urgent payment
1520,Company A,2023-06-13,900584,688019,212565,98475,114090,Robert Johnson,Sales,Online,INV-1520,Overdue,Priority client
1521,Company D,2023-02-18,247403,190981,56422,36105,20317,Alice Brown,HR,Bank Transfer,INV-1521,Overdue,Priority client
1522,Company E,2023-03-13,664025,527865,136160,76440,59720,Robert Johnson,IT,Bank Transfer,INV-1522,Paid,Check details
1523,Company B,2024-04-06,327831,98707,229124,174994,54130,Alice Brown,Marketing,Cash,INV-1523,Overdue,Check details
1524,Company C,2024-04-01,660914,75874,585040,34963,550077,John Doe,Marketing,Credit Card,INV-1524,Pending,Urgent payment
1525,Company D,2024-03-14,770136,170233,599903,401791,198112,Jane Smith,HR,Credit Card,INV-1525,Pending,Priority client
1526,Company D,2024-03-18,429486,295046,134440,60700,73740,John Doe,Marketing,Bank Transfer,INV-1526,Overdue,Urgent payment
1527,Company D,2023-04-24,890477,272210,618267,135942,482325,Jane Smith,Marketing,Credit Card,INV-1527,Overdue,-
1528,Company A,2023-08-08,853208,769086,84122,29542,54580,Alice Brown,Finance,Check,INV-1528,Paid,Priority client
1529,Company B,2023-05-01,366247,125557,240690,147845,92845,Alice Brown,HR,Bank Transfer,INV-1529,Pending,Check details
1530,Company D,2023-08-12,686975,542029,144946,72628,72318,Emily Davis,HR,Cash,INV-1530,Pending,-
1531,Company C,2024-10-21,955448,584565,370883,271876,99007,John Doe,HR,Credit Card,INV-1531,Paid,Priority client
1532,Company B,2024-05-08,468368,117756,350612,326690,23922,Emily Davis,IT,Cash,INV-1532,Overdue,Check details
1533,Company C,2023-05-04,919377,493631,425746,79530,346216,Emily Davis,HR,Bank Transfer,INV-1533,Pending,Priority client
1534,Company D,2024-08-31,221724,57033,164691,94907,69784,Alice Brown,Sales,Bank Transfer,INV-1534,Pending,Urgent payment
1535,Company E,2023-10-22,787416,382133,405283,229391,175892,Jane Smith,Sales,Online,INV-1535,Paid,Priority client
1536,Company D,2024-08-14,151419,55112,96307,38928,57379,Robert Johnson,HR,Cash,INV-1536,Pending,-
1537,Company D,2023-11-27,372404,192679,179725,97201,82524,Jane Smith,Marketing,Online,INV-1537,Pending,Urgent payment
1538,Company A,2023-08-08,351801,169316,182485,83889,98596,John Doe,Sales,Check,INV-1538,Overdue,Check details
1539,Company C,2024-04-11,718285,135306,582979,250655,332324,Robert Johnson,HR,Cash,INV-1539,Paid,-
1540,Company C,2024-01-21,698142,435835,262307,218132,44175,Jane Smith,HR,Credit Card,INV-1540,Overdue,-
1541,Company B,2023-02-07,688763,225249,463514,174516,288998,Alice Brown,HR,Credit Card,INV-1541,Paid,Check details
1542,Company B,2023-08-09,421813,293598,128215,101475,26740,John Doe,Sales,Check,INV-1542,Paid,Priority client
1543,Company D,2023-04-30,671503,352042,319461,80425,239036,Alice Brown,HR,Bank Transfer,INV-1543,Pending,Urgent payment
1544,Company D,2024-10-16,771606,553280,218326,44733,173593,Alice Brown,Finance,Cash,INV-1544,Paid,Urgent payment
1545,Company E,2023-11-19,744367,430613,313754,41188,272566,Robert Johnson,Finance,Check,INV-1545,Paid,-
1546,Company D,2023-10-28,535424,423529,111895,52410,59485,Jane Smith,HR,Online,INV-1546,Overdue,Check details
1547,Company D,2023-08-12,184017,95505,88512,38226,50286,Robert Johnson,Sales,Online,INV-1547,Paid,Urgent payment
1548,Company D,2023-11-06,917487,294525,622962,544145,78817,Robert Johnson,Sales,Bank Transfer,INV-1548,Paid,Urgent payment
1549,Company A,2024-03-17,903870,812056,91814,30090,61724,Alice Brown,Finance,Online,INV-1549,Pending,-
1550,Company D,2023-03-10,326436,216469,109967,23054,86913,Jane Smith,IT,Online,INV-1550,Paid,Check details
1551,Company C,2023-04-30,437053,254751,182302,55781,126521,John Doe,HR,Cash,INV-1551,Paid,Check details
1552,Company B,2023-12-14,857630,110802,746828,686825,60003,Emily Davis,IT,Bank Transfer,INV-1552,Paid,Urgent payment
1553,Company E,2024-11-03,210205,110200,100005,52833,47172,John Doe,Marketing,Bank Transfer,INV-1553,Overdue,Urgent payment
1554,Company C,2023-08-18,344867,254390,90477,34368,56109,Emily Davis,HR,Credit Card,INV-1554,Pending,Urgent payment
1555,Company B,2024-06-12,926865,751838,175027,145139,29888,Robert Johnson,Finance,Credit Card,INV-1555,Paid,-
1556,Company A,2023-08-08,722512,111682,610830,382405,228425,Jane Smith,Marketing,Credit Card,INV-1556,Pending,-
1557,Company B,2023-07-29,247365,140319,107046,35477,71569,John Doe,HR,Check,INV-1557,Paid,Priority client
1558,Company C,2023-12-22,367513,99099,268414,46404,222010,Robert Johnson,IT,Online,INV-1558,Pending,-
1559,Company B,2023-08-18,874632,574639,299993,76674,223319,John Doe,IT,Bank Transfer,INV-1559,Pending,-
1560,Company B,2024-09-23,987674,613872,373802,121548,252254,Jane Smith,HR,Online,INV-1560,Paid,Priority client
1561,Company C,2024-05-14,826927,93762,733165,67521,665644,Alice Brown,IT,Bank Transfer,INV-1561,Overdue,Priority client
1562,Company D,2023-08-04,200280,76173,124107,67969,56138,John Doe,IT,Credit Card,INV-1562,Paid,Priority client
1563,Company C,2024-01-03,509274,190255,319019,198341,120678,Robert Johnson,Finance,Online,INV-1563,Pending,Check details
1564,Company A,2023-08-25,148167,53004,95163,30383,64780,Emily Davis,HR,Cash,INV-1564,Overdue,Priority client
1565,Company B,2023-05-30,142810,76779,66031,26056,39975,Jane Smith,Sales,Bank Transfer,INV-1565,Overdue,Check details
1566,Company B,2024-08-23,658564,361750,296814,54520,242294,Jane Smith,IT,Cash,INV-1566,Overdue,Priority client
1567,Company A,2024-06-23,141154,79036,62118,23219,38899,Alice Brown,Finance,Bank Transfer,INV-1567,Overdue,-
1568,Company B,2024-06-19,373274,235341,137933,52731,85202,Jane Smith,Marketing,Bank Transfer,INV-1568,Overdue,Priority client
1569,Company A,2024-07-08,988034,160480,827554,412715,414839,John Doe,Marketing,Check,INV-1569,Pending,Check details
1570,Company A,2024-01-08,452028,249354,202674,137424,65250,Emily Davis,Sales,Bank Transfer,INV-1570,Overdue,Check details
1571,Company B,2024-11-13,531691,460454,71237,24941,46296,Robert Johnson,IT,Bank Transfer,INV-1571,Pending,Check details
1572,Company E,2024-07-25,409524,197089,212435,99728,112707,John Doe,Sales,Bank Transfer,INV-1572,Overdue,Priority client
1573,Company E,2023-10-24,765964,323388,442576,189758,252818,John Doe,HR,Cash,INV-1573,Pending,Priority client
1574,Company B,2024-02-24,336577,55765,280812,60012,220800,Emily Davis,IT,Online,INV-1574,Paid,-
1575,Company B,2023-04-12,489667,422338,67329,28050,39279,Robert Johnson,HR,Online,INV-1575,Pending,Priority client
1576,Company D,2024-08-12,887984,455083,432901,68403,364498,Emily Davis,HR,Cash,INV-1576,Overdue,-
1577,Company B,2024-02-28,291705,219180,72525,48800,23725,Emily Davis,HR,Check,INV-1577,Paid,-
1578,Company C,2024-06-07,444367,228901,215466,140818,74648,Jane Smith,HR,Online,INV-1578,Paid,Urgent payment
1579,Company B,2023-05-05,803869,725910,77959,45611,32348,John Doe,Sales,Cash,INV-1579,Pending,Urgent payment
1580,Company D,2024-01-05,889612,100535,789077,71817,717260,Jane Smith,HR,Cash,INV-1580,Paid,Priority client
1581,Company E,2023-07-20,202120,99936,102184,79217,22967,Emily Davis,Sales,Bank Transfer,INV-1581,Overdue,Priority client
1582,Company A,2024-02-27,798979,467266,331713,263767,67946,Robert Johnson,Sales,Cash,INV-1582,Pending,Priority client
1583,Company C,2024-08-12,500517,125216,375301,261113,114188,Robert Johnson,Sales,Check,INV-1583,Overdue,Priority client
1584,Company C,2024-04-13,410881,350053,60828,30707,30121,Robert Johnson,Sales,Credit Card,INV-1584,Overdue,Urgent payment
1585,Company E,2023-03-01,843292,613768,229524,92124,137400,Jane Smith,Sales,Online,INV-1585,Paid,Check details
1586,Company C,2024-02-23,722489,648109,74380,29461,44919,Jane Smith,Finance,Online,INV-1586,Pending,Urgent payment
1587,Company C,2024-04-03,879451,50415,829036,37658,791378,Jane Smith,HR,Bank Transfer,INV-1587,Overdue,-
1588,Company C,2024-02-17,725817,378482,347335,162009,185326,Emily Davis,HR,Online,INV-1588,Pending,Priority client
1589,Company E,2023-04-10,589809,70098,519711,467834,51877,Jane Smith,Sales,Online,INV-1589,Pending,-
1590,Company D,2024-07-07,426040,75848,350192,118493,231699,Emily Davis,Finance,Cash,INV-1590,Paid,Priority client
1591,Company B,2024-08-15,540803,393128,147675,70473,77202,Jane Smith,Marketing,Bank Transfer,INV-1591,Pending,Check details
1592,Company C,2024-03-30,451878,388877,63001,28240,34761,John Doe,Marketing,Cash,INV-1592,Pending,Check details
1593,Company D,2023-03-21,600679,449272,151407,46242,105165,Emily Davis,Finance,Online,INV-1593,Overdue,Priority client
1594,Company C,2023-05-04,838587,314250,524337,87418,436919,Jane Smith,HR,Cash,INV-1594,Overdue,Check details
1595,Company B,2023-03-02,472060,337099,134961,101519,33442,Emily Davis,Sales,Bank Transfer,INV-1595,Overdue,Check details
1596,Company E,2023-08-19,585880,60449,525431,73887,451544,Alice Brown,Finance,Check,INV-1596,Paid,Priority client
1597,Company E,2023-02-06,391237,164951,226286,187760,38526,John Doe,IT,Cash,INV-1597,Overdue,Priority client
1598,Company A,2023-01-26,739765,631900,107865,33447,74418,Jane Smith,HR,Credit Card,INV-1598,Pending,Priority client
1599,Company C,2023-01-17,512324,67385,444939,358094,86845,Jane Smith,Finance,Cash,INV-1599,Paid,Priority client
1600,Company A,2024-02-17,557569,274071,283498,22419,261079,Emily Davis,Finance,Credit Card,INV-1600,Pending,Urgent payment
1601,Company C,2024-07-13,110959,56125,54834,21996,32838,John Doe,Marketing,Bank Transfer,INV-1601,Overdue,Priority client
1602,Company C,2024-05-05,314663,105545,209118,58420,150698,Robert Johnson,IT,Cash,INV-1602,Paid,Urgent payment
1603,Company E,2023-07-04,428072,87966,340106,50425,289681,Jane Smith,IT,Credit Card,INV-1603,Paid,Check details
1604,Company A,2023-03-01,101735,50592,51143,21155,29988,Alice Brown,Marketing,Credit Card,INV-1604,Overdue,Check details
1605,Company B,2024-05-18,602251,539779,62472,24676,37796,John Doe,Finance,Online,INV-1605,Overdue,Urgent payment
1606,Company E,2023-10-18,200280,71839,128441,106525,21916,Robert Johnson,Sales,Online,INV-1606,Overdue,Check details
1607,Company E,2024-07-24,950580,745262,205318,48408,156910,Alice Brown,Sales,Cash,INV-1607,Pending,Priority client
1608,Company D,2023-01-14,540881,489755,51126,20143,30983,Robert Johnson,Marketing,Online,INV-1608,Overdue,Check details
1609,Company C,2024-08-07,228816,111455,117361,57251,60110,Emily Davis,Finance,Online,INV-1609,Pending,-
1610,Company B,2023-02-19,919110,707878,211232,142637,68595,Jane Smith,Finance,Credit Card,INV-1610,Pending,Check details
1611,Company A,2024-02-12,965600,127283,838317,243593,594724,Alice Brown,HR,Check,INV-1611,Pending,Check details
1612,Company C,2023-06-13,219344,70440,148904,117113,31791,John Doe,Finance,Online,INV-1612,Paid,Urgent payment
1613,Company C,2024-03-25,446379,149850,296529,232908,63621,Emily Davis,Sales,Online,INV-1613,Paid,Urgent payment
1614,Company B,2024-11-07,204017,109874,94143,53279,40864,Alice Brown,Sales,Bank Transfer,INV-1614,Overdue,Priority client
1615,Company E,2023-11-02,782318,178060,604258,326458,277800,Emily Davis,HR,Bank Transfer,INV-1615,Overdue,Urgent payment
1616,Company D,2023-08-14,778069,210260,567809,354447,213362,John Doe,IT,Bank Transfer,INV-1616,Pending,Check details
1617,Company B,2024-03-10,557538,319925,237613,162999,74614,John Doe,Marketing,Credit Card,INV-1617,Pending,-
1618,Company D,2023-07-06,209063,118270,90793,38957,51836,Jane Smith,Sales,Online,INV-1618,Overdue,-
1619,Company D,2024-05-18,911728,550744,360984,203379,157605,Jane Smith,Sales,Cash,INV-1619,Pending,Check details
1620,Company D,2024-01-21,933781,820213,113568,61805,51763,Alice Brown,Finance,Online,INV-1620,Paid,Urgent payment
1621,Company A,2024-05-06,727799,383825,343974,62859,281115,Alice Brown,IT,Credit Card,INV-1621,Pending,Check details
1622,Company E,2023-09-12,352829,278660,74169,46224,27945,John Doe,HR,Check,INV-1622,Overdue,-
1623,Company B,2023-01-11,363501,250468,113033,47180,65853,John Doe,IT,Bank Transfer,INV-1623,Pending,-
1624,Company D,2024-01-14,362128,284274,77854,33573,44281,Jane Smith,Finance,Online,INV-1624,Overdue,Priority client
1625,Company B,2024-11-17,643458,563413,80045,26367,53678,John Doe,Sales,Cash,INV-1625,Overdue,Urgent payment
1626,Company A,2024-03-06,693542,302202,391340,111068,280272,Alice Brown,Finance,Cash,INV-1626,Paid,Check details
1627,Company A,2023-04-03,726430,369580,356850,125012,231838,Robert Johnson,Sales,Bank Transfer,INV-1627,Overdue,Check details
1628,Company E,2024-03-20,107607,51976,55631,31790,23841,Robert Johnson,HR,Online,INV-1628,Overdue,Urgent payment
1629,Company D,2024-03-08,994948,378208,616740,132774,483966,Jane Smith,Finance,Check,INV-1629,Paid,-
1630,Company A,2024-05-26,510238,174393,335845,166595,169250,Jane Smith,HR,Online,INV-1630,Overdue,Priority client
1631,Company B,2024-10-03,214038,81084,132954,60404,72550,John Doe,Marketing,Credit Card,INV-1631,Overdue,Check details
1632,Company E,2024-07-30,858387,437646,420741,48318,372423,Emily Davis,Sales,Online,INV-1632,Overdue,-
1633,Company B,2023-05-21,881737,536035,345702,115423,230279,Alice Brown,Sales,Bank Transfer,INV-1633,Pending,Check details
1634,Company A,2024-06-30,610044,222613,387431,113238,274193,John Doe,Marketing,Online,INV-1634,Paid,-
1635,Company C,2024-06-26,780093,711195,68898,25218,43680,Emily Davis,Marketing,Cash,INV-1635,Pending,Priority client
1636,Company C,2023-10-23,810101,402877,407224,180163,227061,Robert Johnson,Finance,Credit Card,INV-1636,Overdue,Check details
1637,Company E,2023-08-13,186405,69071,117334,55544,61790,Robert Johnson,IT,Bank Transfer,INV-1637,Paid,Urgent payment
1638,Company A,2023-10-18,822495,494381,328114,232496,95618,Robert Johnson,HR,Check,INV-1638,Paid,-
1639,Company B,2024-03-14,453810,75384,378426,168518,209908,Emily Davis,Marketing,Check,INV-1639,Overdue,Urgent payment
1640,Company D,2023-11-24,478377,166380,311997,71526,240471,Emily Davis,IT,Online,INV-1640,Paid,Check details
1641,Company A,2023-10-28,877951,224986,652965,370347,282618,Emily Davis,Finance,Credit Card,INV-1641,Overdue,Urgent payment
1642,Company D,2024-11-07,793992,602481,191511,169624,21887,Robert Johnson,Sales,Credit Card,INV-1642,Paid,-
1643,Company D,2023-01-17,590040,490887,99153,68790,30363,John Doe,Finance,Cash,INV-1643,Overdue,Urgent payment
1644,Company D,2024-09-26,391793,130801,260992,205048,55944,Emily Davis,Marketing,Cash,INV-1644,Overdue,Check details
1645,Company E,2023-11-20,909149,499532,409617,21392,388225,John Doe,Finance,Cash,INV-1645,Pending,-
1646,Company C,2024-03-07,753666,480875,272791,100505,172286,Emily Davis,Marketing,Credit Card,INV-1646,Pending,-
1647,Company D,2024-02-03,389122,97539,291583,244679,46904,Jane Smith,Sales,Bank Transfer,INV-1647,Paid,-
1648,Company D,2023-09-21,206656,155648,51008,27578,23430,Robert Johnson,IT,Credit Card,INV-1648,Overdue,Urgent payment
1649,Company B,2023-09-26,597652,242533,355119,249147,105972,Alice Brown,Sales,Cash,INV-1649,Paid,Priority client
1650,Company A,2023-02-09,437856,366656,71200,50693,20507,Alice Brown,Marketing,Bank Transfer,INV-1650,Overdue,-
1651,Company E,2024-09-04,625061,341609,283452,204596,78856,Emily Davis,IT,Bank Transfer,INV-1651,Paid,-
1652,Company A,2024-01-26,178229,117509,60720,37723,22997,Alice Brown,Marketing,Cash,INV-1652,Paid,Check details
1653,Company D,2024-06-02,815130,139239,675891,140111,535780,Robert Johnson,Finance,Bank Transfer,INV-1653,Overdue,Urgent payment
1654,Company C,2024-06-26,410200,136106,274094,180568,93526,Emily Davis,HR,Online,INV-1654,Paid,Check details
1655,Company B,2024-02-08,930643,120969,809674,428794,380880,Robert Johnson,Sales,Check,INV-1655,Paid,Priority client
1656,Company E,2024-01-31,989833,308390,681443,163113,518330,Emily Davis,HR,Credit Card,INV-1656,Pending,Urgent payment
1657,Company C,2023-08-29,433993,269712,164281,21156,143125,John Doe,Sales,Bank Transfer,INV-1657,Overdue,Priority client
1658,Company D,2024-02-11,162246,78622,83624,51011,32613,Alice Brown,HR,Cash,INV-1658,Pending,Priority client
1659,Company E,2023-07-14,217413,114355,103058,51486,51572,Jane Smith,Sales,Credit Card,INV-1659,Overdue,Check details
1660,Company A,2024-10-06,197355,92736,104619,21852,82767,Robert Johnson,IT,Check,INV-1660,Paid,Priority client
1661,Company E,2024-08-03,129827,64795,65032,35176,29856,Emily Davis,Marketing,Credit Card,INV-1661,Overdue,Urgent payment
1662,Company D,2023-05-05,348120,183923,164197,47654,116543,John Doe,IT,Cash,INV-1662,Overdue,-
1663,Company D,2023-07-18,241549,106131,135418,72471,62947,Emily Davis,Finance,Credit Card,INV-1663,Pending,Check details
1664,Company B,2023-09-07,323381,204659,118722,92807,25915,Jane Smith,Marketing,Check,INV-1664,Overdue,-
1665,Company C,2024-11-16,832052,558706,273346,135225,138121,John Doe,Finance,Bank Transfer,INV-1665,Overdue,Priority client
1666,Company B,2023-03-16,710715,412582,298133,105112,193021,Emily Davis,HR,Bank Transfer,INV-1666,Pending,Priority client
1667,Company E,2023-03-28,442677,50663,392014,359140,32874,Robert Johnson,Finance,Online,INV-1667,Pending,Priority client
1668,Company B,2024-07-21,394407,155703,238704,69505,169199,Robert Johnson,HR,Check,INV-1668,Paid,Urgent payment
1669,Company E,2024-01-24,956487,770165,186322,38179,148143,John Doe,Finance,Check,INV-1669,Paid,-
1670,Company B,2024-10-27,443219,85846,357373,250900,106473,Robert Johnson,Marketing,Cash,INV-1670,Paid,-
1671,Company D,2024-03-15,858915,559381,299534,245011,54523,Emily Davis,Marketing,Cash,INV-1671,Overdue,Priority client
1672,Company C,2024-11-06,149091,66738,82353,53736,28617,Robert Johnson,Sales,Check,INV-1672,Overdue,Check details
1673,Company D,2024-10-06,559019,92930,466089,355558,110531,Emily Davis,Sales,Check,INV-1673,Pending,Check details
1674,Company C,2023-02-14,751870,584296,167574,125157,42417,Alice Brown,Sales,Check,INV-1674,Overdue,-
1675,Company D,2023-07-22,973662,385173,588489,304896,283593,John Doe,Marketing,Online,INV-1675,Overdue,Check details
1676,Company A,2023-08-17,666064,83690,582374,100293,482081,Emily Davis,IT,Cash,INV-1676,Pending,Priority client
1677,Company A,2024-08-21,401630,164942,236688,75095,161593,Robert Johnson,Marketing,Cash,INV-1677,Overdue,-
1678,Company E,2024-08-02,380941,315786,65155,32337,32818,Alice Brown,IT,Online,INV-1678,Paid,-
1679,Company A,2023-01-28,206633,73668,132965,101080,31885,Robert Johnson,IT,Online,INV-1679,Overdue,Urgent payment
1680,Company E,2024-07-29,483999,160233,323766,198033,125733,Alice Brown,HR,Online,INV-1680,Paid,-
1681,Company E,2023-07-17,956008,486600,469408,194247,275161,Emily Davis,Sales,Bank Transfer,INV-1681,Paid,Priority client
1682,Company D,2024-06-18,311607,190008,121599,92425,29174,Emily Davis,IT,Cash,INV-1682,Pending,Priority client
1683,Company A,2024-10-03,229247,54506,174741,57730,117011,Robert Johnson,Marketing,Credit Card,INV-1683,Pending,Check details
1684,Company C,2024-11-01,980655,617883,362772,155868,206904,Emily Davis,Finance,Cash,INV-1684,Pending,Priority client
1685,Company E,2024-07-24,571251,309042,262209,206192,56017,Robert Johnson,Finance,Online,INV-1685,Overdue,Priority client
1686,Company B,2024-10-14,460456,89925,370531,135746,234785,Emily Davis,Finance,Credit Card,INV-1686,Pending,Priority client
1687,Company D,2024-04-13,423676,197529,226147,90588,135559,Emily Davis,Finance,Credit Card,INV-1687,Overdue,-
1688,Company D,2023-03-20,631740,167856,463884,399815,64069,Alice Brown,IT,Check,INV-1688,Pending,Check details
1689,Company C,2023-09-27,292754,176761,115993,57605,58388,John Doe,Finance,Credit Card,INV-1689,Paid,-
1690,Company D,2023-01-16,911735,428300,483435,253788,229647,Alice Brown,Sales,Bank Transfer,INV-1690,Paid,Priority client
1691,Company E,2023-06-30,568612,362387,206225,146444,59781,Emily Davis,Marketing,Check,INV-1691,Overdue,-
1692,Company C,2023-11-13,245174,174174,71000,26966,44034,Emily Davis,IT,Check,INV-1692,Overdue,-
1693,Company C,2023-07-22,752242,315499,436743,192450,244293,John Doe,IT,Bank Transfer,INV-1693,Overdue,-
1694,Company A,2023-11-01,561041,378592,182449,137880,44569,Emily Davis,Marketing,Bank Transfer,INV-1694,Pending,Check details
1695,Company B,2024-05-25,417050,50796,366254,132705,233549,Jane Smith,Sales,Cash,INV-1695,Overdue,-
1696,Company E,2024-09-13,912778,509182,403596,122715,280881,Robert Johnson,Finance,Cash,INV-1696,Overdue,-
1697,Company D,2024-05-05,787881,387721,400160,293989,106171,Jane Smith,Marketing,Check,INV-1697,Paid,-
1698,Company C,2023-09-16,335444,271873,63571,28611,34960,Emily Davis,Finance,Bank Transfer,INV-1698,Paid,Check details
1699,Company D,2023-11-30,787120,85702,701418,68541,632877,John Doe,IT,Credit Card,INV-1699,Overdue,Urgent payment
